Name,Address,Location,Price,Cuisine,Longitude,Latitude,PhoneNumber,Url,WebsiteUrl,Award,GreenStar,FacilitiesAndServices,Description
ROTER HAHN by Maximilian Schmidt,"Rote-Hahnen-Gasse 10, Regensburg, 93047, Germany","Regensburg, Germany",€€€€,Modern Cuisine,12.0934977,49.0189139,49941595090,https://guide.michelin.com/en/bayern/regensburg/restaurant/roter-hahn,https://www.roter-hahn.com,1 Star,0,Terrace,"This townhouse in the heart of Regensburg has a long history behind it. It has been an inn for centuries, with the earliest written record of it dating back to the 13C. Maximilian Schmidt now represents the third generation of the family to take the helm. In a pleasingly informal atmosphere, they serve up modern cuisine that draws on the best of what the region has to offer, but also seeks inspiration in French and Asian culinary traditions. The highlight is the evening set menu, which comprises five or eight courses, but you can also dine à la carte. On Fridays and Saturdays there is a smaller set menu at midday. Should you wish to stay overnight, individually decorated guestrooms are available in the hotel."
Speiseberg,"Kröllwitzer Straße 45, Halle (saale), 06120, Germany","Halle (saale), Germany",€€€,"Modern Cuisine, Creative",11.9514969,51.5049411,4.91526E+12,https://guide.michelin.com/en/sachsen-anhalt/halle-saale/restaurant/speiseberg,https://www.speiseberg.com,1 Star,0,Car park,"You will need to factor in plenty of time, but a meal here in the restaurant of the traditional Bergschenke – a Halle institution – is a real experience! The team delivers a single set menu that showcases the finest ingredients. The serving of the set menu begins at 7.15pm for all guests (max. 12 people per evening), in the modern, rather minimalist interior of this restaurant that enjoys a fabulous location overlooking the Saale River. The friendly and professional front-of-house team talk you through the dishes in detail. In summer, the terrace is the perfect spot for an aperitif. A few lunch options on Sat and Sun, as well as coffee and cake. You can get to Bergschenke via the stairs or take the road leading up from behind the premises."
Le Frankenberg,"Schloß Frankenberg 1, Weigenheim, 97215, Germany","Weigenheim, Germany",€€€€,"Creative, Seasonal Cuisine",10.2661417,49.608438,49933997140,https://guide.michelin.com/en/bayern/weigenheim_1307505/restaurant/le-frankenberg,http://www.schloss-frankenberg.de,1 Star,0,Car park,"What an incredible spot! Guests cross a bridge to reach the lavishly restored Schloss Frankenberg, which enjoys a beautiful elevated location. As well as incorporating a hotel and winery, this grand estate is also home to Le Frankenberg, whose stylish and elegant interior exudes historical charm. No stranger to the fine dining scene, Steffen Szabo brings his own sense of expression and balance to the regional and international ingredients he showcases in his seasonal five- to eight-course set menu. A fish course of char teamed with pumpkin purée, foam and roasted seeds, for example, makes for an interesting play on textures. Restaurant manager and sommelier Sandra Tober provides friendly service and judicious wine recommendations."
Schote,"Rüttenscheider Straße 62, Essen, 45130, Germany","Essen, Germany",€€€€,"Modern Cuisine, Farm to table",7.005263,51.4378011,49201780107,https://guide.michelin.com/en/nordrhein-westfalen/essen/restaurant/schote,https://www.restaurant-schote.de/,1 Star,0,Restaurant offering vegetarian menus,"This fine dining restaurant is housed in a modern building complex by Rüttenscheider Stern U-Bahn station, in the heart of Essen. It is owned by the likeable restaurateur and TV chef Nelson Müller, who whisks diners away on a culinary adventure in the form of a set menu comprising five to seven courses (plus amuse-bouches and petits fours), created in the large open kitchen. With great technical precision, top-notch ingredients are transformed into dishes brimming with bold flavours. The vegetarian ""No Meat No Fish"" set menu is also available by prior arrangement two days in advance. Staff are happy to recommend the right wine to go with whatever you opt for. The interior is modern yet cosy, and the service is very friendly, attentive and competent. The building is also home to the Müllers auf der Rü brasserie."
Oettinger's Restaurant,"Fellbacher Straße 2, Fellbach, 70736, Germany","Fellbach, Germany",€€€€,"Modern French, Country cooking",9.2634674,48.8339908,4.9712E+11,https://guide.michelin.com/en/baden-wurttemberg/fellbach/restaurant/oettinger-s-restaurant,https://www.hirsch-fellbach.de/,1 Star,0,"Air conditioning,Restaurant offering vegetarian menus","This family business has a tradition stretching back over 150 years. Michael Oettinger runs the place with his brother Martin, and has now handed over the reins in the kitchen to Kay Lurz, who has been working alongside him here since the spring of 2023. The new chef shows his true colours with his four- to eight-course set menu „Signatur Kay Lurz“, which draws on modern influences. However, Oettinger classics are still available. As ever, the emphasis remains squarely on the quality of the ingredients. In this cosy country house-style setting, you can look forward to friendly, attentive and competent service. For overnight stays, Hotel Hirsch has lovely, comfortable guestrooms."
Michaels Leitenberg,"Weiherweg 3, Frasdorf, 83112, Germany","Frasdorf, Germany",€€€€,"Modern Cuisine, Creative",12.3074069,47.8046083,4980522224,https://guide.michelin.com/en/bayern/frasdorf/restaurant/michael-s-leitenberg,https://www.michaels-leitenberg.de/,1 Star,0,"Car park,Terrace","Who would expect to find a restaurant like this in the small town of Frasdorf? This place may be a little out of the way, but the talent and ambition of the young chef definitely make a visit worthwhile. The five-, six- or eight-course set menu comprises creative modern dishes that are rooted in French and Mediterranean culinary tradition. Top-quality ingredients go into combinations that are intensely flavoursome and robust yet full of finesse. Select a bottle of wine from the decent list or opt for the judicious wine pairings or a non-alcoholic accompaniment of lemonades, infusions and extracts to accompany the set menu. You can also look forward to friendly, professional service and an attractive modern interior."
Carmelo Greco,"Ziegelhüttenweg 1, Frankfurt on the Main, 60598, Germany","Frankfurt on the Main, Germany",€€€,Italian,8.6825938,50.0946385,4.96961E+11,https://guide.michelin.com/en/hessen/frankfurt-am-main/restaurant/carmelo-greco,http://www.carmelo-greco.de/,1 Star,0,"Air conditioning,Restaurant offering vegetarian menus,Terrace","If you love Italian food and the Italian way of life, you'll feel right at home here. Born in Sicily and raised in Piedmont, owner Carmelo Greco feels a deep culinary connection to his homeland. He heads up the kitchen here alongside Benedetto Russo. In this hidden gem of a restaurant, savour a slice of la dolce vita with classic Italian cuisine and professional, charming service. There are two set menus made using excellent ingredients; one is vegetarian, and you can also choose à la carte. Tip: the parmesan flan is a speciality of the house. The lunch set menu is also intriguing. The interior is done out in a modern, elegant style and the pretty terrace comes into its own on summer days."
Weinstock,"Hauptstraße 12, Volkach, 97332, Germany","Volkach, Germany",€€€€,"Creative, Farm to table",10.2267305,49.8649712,49938180660,https://guide.michelin.com/en/bayern/volkach/restaurant/weinstock,https://www.schwane.de/,1 Star,0,"Air conditioning,Interesting wine list","The first floor of the long-established Zur Schwane hotel is home to a wonderfully chic restaurant, whose decor embodies a harmonious blend of old and new. A highly adept kitchen team creates modern dishes with classical foundations, homing in on the essentials: the ingredients – some harvested from the on-site garden – and the flavours. Only German wines are served, including some from the restaurant's own estate (all of which are also available by the glass). It's definitely worth opting for the suggested pairings for the set menu – maître d' and sommelier Jan Pislcajt has some fantastic recommendations up his sleeve. Attractive, individually styled guestrooms are available."
Adler,"Reichenbacher Hauptstraße 18, Lahr, 77933, Germany","Lahr, Germany",€€€,Modern French,7.9249354,48.3299999,4.97822E+11,https://guide.michelin.com/en/baden-wurttemberg/lahr/restaurant/adler82171,https://adler-lahr.de,1 Star,0,"Air conditioning,Car park,Interesting wine list","Having run this establishment with bags of charm and a sure touch for four generations, the Fehrenbacher family has made a real success of its restaurant – it has retained its Michelin star every year since 1990! Daniel Fehrenbacher, who took over the helm of this award-winning kitchen from his father Otto, is the man behind the outstanding modern French cuisine. He attaches great importance to showcasing what the region and the changing seasons have to offer, which is particularly evident in the game dishes. Interesting flavour contrasts are skilfully incorporated into the dishes. The winning combination of modern and classical elements also applies to the decor: a mix of chic, minimalist style and Black Forest charm. For connoisseurs of fine wines, the service team at the Adler offers astute wine recommendations."
maiBeck,"Am Frankenturm 5, Cologne, 50667, Germany","Cologne, Germany",€€,"Modern Cuisine, Country cooking",6.9617559,50.9403502,4.9222E+12,https://guide.michelin.com/en/nordrhein-westfalen/koln/restaurant/maibeck,https://www.maibeck-fuerdich.de/,1 Star,0,Terrace,"What is it about this restaurant run by Jan Cornelius Maier and Tobias Becker (""maiBeck"" for short) that makes it so popular? First and foremost, the modern cuisine, with dishes such as gently braised shoulder of German salt meadow lamb, winter spinach from Rommerskirchen, parsley root, mirabelle plum – sophisticated and rife with flavour, but also down-to-earth and accessible. The atmosphere is suitably unpretentious, which is in no small part down to the exceptionally congenial hosts and their well-coordinated team. They may set great store by using quality produce, but the prices are really reasonable! The same goes for the wine list, especially those available by the bottle. Finally, the location in the old town between the cathedral and the Rhine means that the terrace is a place to see and be seen. Tip: Take a stroll through the old town before or after you dine."
